RootCategory,Textbox69,SystemQuantity3,AdjustmentQuanity4,VatSales8,Profit5,Textbox462,ParentCategory,Qty5,CostOfSales5,Sales5,VatSales6,Profit3,Textbox459,ProductCategory,Textbox48,SystemQuantity2,AdjustmentQuanity3,VatSales5,Profit2,Textbox460,ProductName,ProductUOM2,CurrentRTL,Textbox51,Textbox52,Textbox53,VatRate,Textbox54,Profit1,MrgPercent,LastSold,Textbox56,CostOfSales,Textbox57,Textbox60,Profit,OverallMargin
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,JOHN PLAYER BLUE KS 35'S,4030600296509,24.80,1.00,18.60,24.80,23.00,4.64,1.56,7.74,22/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,BLAS MENTHOL CHILL CARD,4030700134282,0.35,15.00,3.15,5.25,23.00,1.03,1.07,25.36,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,CAMEL BLUE 20 PK 20PK,40329086,14.80,14.00,154.84,207.20,23.00,38.78,13.58,8.06,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,JPS SILVER KS 20PK,5010813814843,13.30,3.00,29.58,39.90,23.00,7.47,2.85,8.79,22/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,JPS RED KS 715 20PK,5010813814911,13.30,2.00,19.72,26.60,23.00,4.98,1.90,8.79,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,JPS RED 100 FLASH 715 20PK,5010813814935,13.30,1.00,9.86,13.30,23.00,2.49,0.95,8.79,11/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MAYFAIR KINGSIZE ORIGINAL 20PK,5011054100009,13.60,7.00,71.33,95.20,23.00,17.78,6.09,7.87,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MAYFAIR KINGSIZE SMOOTH 20PK,5011054100030,13.60,9.00,91.71,122.40,23.00,22.86,7.83,7.87,19/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MAYFAIR S KINGS ORGINAL 20PK,5011054100139,13.60,10.00,101.90,136.00,23.00,25.40,8.70,7.87,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MAYFAIR S/KING SKY BLUE 20 S,5011054100160,13.60,9.00,91.71,122.40,23.00,22.86,7.83,7.87,22/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,B & H GOLD KS BIG BOX 23S 23PK,5011054100702,17.00,4.00,51.04,68.00,23.00,12.72,4.24,7.67,22/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,SILK CUT PURP BIG BX 23'S 23PK,5011054100764,17.00,3.00,38.28,51.00,23.00,9.54,3.18,7.67,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,SILK CUT BLUE BIG BX 23'S 23PK,5011054100801,17.00,2.00,25.52,34.00,23.00,6.36,2.12,7.67,22/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,SILK CUT PURPLE 100'S 20PK,5011054101204,15.30,14.00,160.58,214.20,23.00,40.04,13.58,7.80,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,BENSON & HEDGES SILVER KS 20PK,5011054102034,14.80,1.00,11.05,14.80,23.00,2.77,0.98,8.15,14/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,B & H GOLD 20'S 20PK,5011054104205,15.30,68.00,779.96,1040.40,23.00,194.48,65.96,7.80,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,SILK CUT BLUE 100'S 20PK,5011054105202,15.30,3.00,34.41,45.90,23.00,8.58,2.91,7.80,17/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,SILK CUT PURPLE KING 20PK,5011054108203,15.30,84.00,963.48,1285.20,23.00,240.24,81.48,7.80,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,SILK CUT BLU K SIZE 20PK 20PK,5011054109200,15.30,34.00,389.98,520.20,23.00,97.24,32.98,7.80,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,SILK CUT SILV K SIZE 20P 20PK,5011054112200,15.30,21.00,240.87,321.30,23.00,60.06,20.37,7.80,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,L&M RED LABEL KINGSIZE 20PK,5060077781771,12.50,6.00,56.28,75.00,23.00,14.04,4.68,7.68,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,L&M BLUE LABEL KINGSIZE 20PK,5060077781818,12.50,3.00,28.41,37.50,23.00,7.02,2.07,6.79,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MARLBORO GOLD TOUCH 20PK,5060077782310,13.00,13.00,127.79,169.00,23.00,31.59,9.62,7.00,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MARLBORO GOLD 27'S 27PK,5060592003228,18.50,17.00,238.51,314.50,23.00,58.82,17.17,6.72,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,CARROLLS NUMBER ONE 20PK,5099513101200,15.30,18.00,204.30,275.40,23.00,51.48,19.62,8.76,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,BENSON & HEDGES GOLD 34'S 34PK,53992222,25.00,11.00,206.47,275.00,23.00,51.38,17.15,7.67,21/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MAYFAIR ORIGINAL SK  26'S 26PK,53992239,17.00,7.00,89.78,119.00,23.00,22.26,6.96,7.19,20/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,SILK CUT CHOICE SUPER GRN 20PK,53992253,14.80,4.00,44.40,59.20,23.00,11.08,3.72,7.73,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MAYFAIR MEGABOX 33'S 33PK,53992321,21.50,2.00,32.30,43.00,23.00,8.04,2.66,7.61,16/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,SILK CUT PURPLE 27'S 27PK,53992345,19.50,7.00,102.55,136.50,23.00,25.55,8.40,7.57,22/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,BENSON & H GOLD 27'S 27PK,53992352,19.50,14.00,205.10,273.00,23.00,51.10,16.80,7.57,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MAYFAIR SEA GREEN SKING 20PK,53992369,13.60,6.00,61.14,81.60,23.00,15.24,5.22,7.87,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MAYFAIR SEA GREEN 20PK,53992376,13.60,8.00,81.52,108.80,23.00,20.32,6.96,7.87,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,SILK CUT CHOICE GREEN 20PK,53992383,15.30,31.00,355.57,474.30,23.00,88.66,30.07,7.80,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MAYFAIR CHOICE RED&GREEN 20PK,53992390,13.50,1.00,9.85,13.50,23.00,2.52,1.13,10.29,18/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,JOHN PLAYER 100 S 20PK,53996053,15.00,7.00,78.26,105.00,23.00,19.62,7.12,8.34,19/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,JOHN PLAYER BLUE 20PK 20 PK,53996084,15.00,34.00,380.80,510.00,23.00,95.24,33.96,8.19,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MARLBORO GOLD 20PK,87248630,14.70,40.00,444.80,588.00,23.00,110.00,33.20,6.95,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MARLBORO RED 20PK,87248777,14.70,7.00,77.84,102.90,23.00,19.25,5.81,6.95,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,CARROLLS NUMBER ONE 23PK,96135877,16.50,5.00,61.50,82.50,23.00,15.45,5.55,8.28,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,MAJOR 25PK,96135914,18.90,6.00,84.42,113.40,23.00,21.18,7.80,8.46,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,ROTHMANS KS ORIGINAL 20PK,96136003,15.50,3.00,34.50,46.50,23.00,8.70,3.30,8.73,21/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,VOGUE ESSENCE BLEUE 20PK,96136010,15.00,15.00,168.84,225.00,23.00,42.00,14.16,7.74,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,PALL MALL KS RED XL 30PK,96184578,17.80,12.00,161.54,213.60,23.00,39.96,12.10,6.97,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,PALL MALL KS BLUE XL 30PK,96184585,17.80,3.00,40.58,53.40,23.00,9.99,2.83,6.52,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,PALL MALL FLOW KS RED 20PK,96191453,13.60,32.00,322.56,435.20,23.00,81.29,31.35,8.86,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,PALL MALL FLOW SK RED 20PK,96191460,13.60,19.00,191.52,258.40,23.00,48.28,18.60,8.85,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,PALL MALL FLOW KS BLUE 20PK,96191477,13.60,12.00,120.96,163.20,23.00,30.49,11.75,8.85,22/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,PALL MALL FLOW SK BLUE 20PK,96191484,13.60,6.00,60.48,81.60,23.00,15.24,5.88,8.86,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARETTES,764.00,8638.65,11538.95,2157.20,743.10,7.92,PALL MALL SHIFT KS 20PK,96191491,13.60,15.00,151.20,204.00,23.00,38.10,14.70,8.86,23/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARS,6.00,27.14,38.40,7.18,4.08,13.07,HAMLET CIGAR 5 PK,5011054262103,8.20,2.00,11.30,16.40,23.00,3.06,2.04,15.29,17/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,CIGARS,6.00,27.14,38.40,7.18,4.08,13.07,AGIO F/TIP / BOTTLE OPEN 5PK,8710622513704,5.70,4.00,15.84,22.00,23.00,4.12,2.04,11.41,16/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,E CIG & VAPE ACCESSORIES,19.00,86.45,152.00,28.48,37.07,30.01,ELF BAR WATERMELON,6939287959425,8.00,19.00,86.45,152.00,23.00,28.48,37.07,30.01,24/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,E CIGARETTES,17.00,77.35,136.00,25.50,33.15,30.00,ELF BAR ENERGY ICE ,6939287959371,8.00,17.00,77.35,136.00,23.00,25.50,33.15,30.00,22/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
TOBACCO,1495.00,12261.58,17337.99,3240.34,1836.07,13.02,CIGARETTES/ TOBACCO,1069.00,11098.39,15187.44,2838.90,1250.15,10.12,TOBACCO,101.00,1609.72,2160.60,403.95,146.93,8.36,DRUM THE ORIGINAL TOBACCO 30G,4030700111269,21.30,12.00,189.60,255.60,23.00,47.76,18.24,8.78,22/04/22,1495.00,12261.58,17337.99,3240.34,1836.07,13.02
