RootCategory,Textbox69,SystemQuantity3,AdjustmentQuanity4,VatSales8,Profit5,Textbox462,ParentCategory,Qty5,CostOfSales5,Sales5,VatSales6,Profit3,Textbox459,ProductCategory,Textbox48,SystemQuantity2,AdjustmentQuanity3,VatSales5,Profit2,Textbox460,ProductName,ProductUOM2,CurrentRTL,Textbox51,Textbox52,Textbox53,VatRate,Textbox54,Profit1,MrgPercent,LastSold,Textbox56,CostOfSales,Textbox57,Textbox60,Profit,OverallMargin
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,JPS BLUE  20 KS 20PK,4030600111789,12.50,8.00,74.08,100.00,23.00,18.72,7.20,8.86,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,PLAYERS NAVY CUT 20S 20PK,4030600178973,14.80,4.00,44.24,59.20,23.00,11.08,3.88,8.06,12/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,JOHN PLAYER BLUE 27'S 27PK   8,4030600207208,17.90,4.00,53.40,71.60,23.00,13.40,4.80,8.25,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,JPS BRIGHT 20'S 20PK,4030600236642,12.30,1.00,9.15,12.30,23.00,2.30,0.85,8.50,11/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,JPS BLUE 28'S,4030600261484,16.50,3.00,36.72,49.50,23.00,9.27,3.51,8.72,12/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,JPS RED  23'S,4030600261545,14.15,3.00,31.65,42.45,23.00,7.95,2.85,8.26,13/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,JPS COOL GREEN 100'S 20,4030600275696,12.30,3.00,27.30,36.90,23.00,6.90,2.70,9.00,10/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,SUPERKING BLACK 20PK,4030600282953,14.30,24.00,256.08,343.20,23.00,64.12,23.00,8.24,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,JPS BLUE KS 34'S,4030600289471,20.00,10.00,148.20,200.00,23.00,37.40,14.40,8.86,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,BLAS MENTHOL CHILL CARD,4030700134282,0.35,12.00,2.52,4.20,23.00,0.81,0.87,25.66,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,CAMEL BLUE 20 PK 20PK,40329086,14.00,5.00,52.25,70.00,23.00,13.10,4.65,8.17,14/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,JPS RED 100 FLASH 715 20PK,5010813814935,12.50,4.00,37.04,50.00,23.00,9.36,3.60,8.86,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,MAYFAIR KINGSIZE ORIGINAL 20PK,5011054100009,12.80,5.00,47.90,64.00,23.00,11.95,4.15,7.97,14/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,MAYFAIR KINGSIZE SMOOTH 20PK,5011054100030,12.80,2.00,19.16,25.60,23.00,4.78,1.66,7.97,11/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,MAYFAIR S KINGS ORGINAL 20PK,5011054100139,12.80,6.00,57.48,76.80,23.00,14.34,4.98,7.97,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,MAYFAIR S/KING SKY BLUE 20 S,5011054100160,12.80,4.00,38.32,51.20,23.00,9.56,3.32,7.97,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,B & H GOLD KS BIG BOX 23S 23PK,5011054100702,16.30,5.00,61.05,81.50,23.00,15.24,5.21,7.86,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,SILK CUT PURP BIG BX 23'S 23PK,5011054100764,16.30,1.00,12.21,16.30,23.00,3.05,1.04,7.85,14/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,SILK CUT PURPLE 100'S 20PK,5011054101204,14.50,4.00,43.44,58.00,23.00,10.84,3.72,7.89,14/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,BENSON & HEDGES SILVER KS 20PK,5011054102034,14.00,1.00,10.45,14.00,23.00,2.62,0.93,8.17,10/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,B & H GOLD 20'S 20PK,5011054104205,14.50,41.00,445.26,594.50,23.00,111.11,38.13,7.89,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,SILK CUT BLUE 100'S 20PK,5011054105202,14.50,2.00,21.72,29.00,23.00,5.42,1.86,7.89,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,SILK CUT PURPLE KING 20PK,5011054108203,14.50,35.00,380.10,507.50,23.00,94.85,32.55,7.89,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,SILK CUT BLU K SIZE 20PK 20PK,5011054109200,14.50,21.00,228.06,304.50,23.00,56.91,19.53,7.89,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,SILK CUT SILV K SIZE 20P 20PK,5011054112200,14.50,6.00,65.16,87.00,23.00,16.26,5.58,7.89,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,SILK CUT SILV 100S 20PK 20PK,5011054123206,14.50,1.00,10.86,14.50,23.00,2.71,0.93,7.89,12/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,L&M BLUE LABEL KINGSIZE 20PK,5060077781818,12.00,4.00,35.88,48.00,23.00,8.96,3.16,8.09,11/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,MARLBORO GOLD TOUCH 20PK,5060077782310,12.50,3.00,27.96,37.50,23.00,7.02,2.52,8.27,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,MARLBORO GOLD 27'S 27PK,5060592003228,18.00,2.00,26.90,36.00,23.00,6.74,2.36,8.07,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,CARROLLS NUMBER ONE 20PK,5099513101200,14.50,11.00,118.47,159.50,23.00,29.82,11.21,8.64,14/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,BENSON & HEDGES GOLD 35'S 35PK,53992277,25.00,3.00,56.16,75.00,23.00,14.01,4.83,7.92,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,SILK CUT PURPLE 27'S 27PK,53992345,18.80,1.00,14.08,18.80,23.00,3.52,1.20,7.85,10/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,BENSON & H GOLD 27'S 27PK,53992352,18.80,8.00,112.64,150.40,23.00,28.16,9.60,7.85,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,MAYFAIR SEA GREEN SKING 20PK,53992369,12.80,5.00,47.90,64.00,23.00,11.95,4.15,7.97,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,MAYFAIR SEA GREEN 20PK,53992376,12.80,2.00,19.16,25.60,23.00,4.78,1.66,7.97,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,SILK CUT CHOICE GREEN 20PK,53992383,14.50,14.00,152.04,203.00,23.00,37.94,13.02,7.89,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,SILK CUT CHOICE GRN SLINE 20PK,53992413,14.00,2.00,21.00,28.00,23.00,5.24,1.76,7.73,14/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,MAYFAIR SK ORIGINAL 27'S 27PK,53992444,17.00,2.00,25.46,34.00,23.00,6.36,2.18,7.89,12/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,JOHN PLAYER BLUE 20PK 20 PK,53996084,14.10,24.00,252.96,338.40,23.00,63.35,22.09,8.03,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,MARLBORO GOLD 20K,87248630,14.20,17.00,180.20,241.40,23.00,45.22,15.98,8.15,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,MARLBORO RED 20PK,87248777,14.20,5.00,53.00,71.00,23.00,13.30,4.70,8.15,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,CARROLLS NUMBER ONE 23PK,96135877,15.50,1.00,11.58,15.50,23.00,2.90,1.02,8.10,14/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,MAJOR 25PK,96135914,17.90,5.00,66.70,89.50,23.00,16.75,6.05,8.32,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,ROTHMANS KS ORIGINAL 20PK,96136003,14.70,4.00,43.68,58.80,23.00,11.00,4.12,8.62,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,VOGUE ESSENCE BLEUE 20PK,96136010,14.30,3.00,32.04,42.90,23.00,8.01,2.85,8.17,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,PALL MALL KS RED XL 30PK,96184578,16.80,10.00,126.70,168.00,23.00,31.40,9.90,7.25,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,PALL MALL KS BLUE XL 30PK,96184585,16.80,1.00,12.67,16.80,23.00,3.14,0.99,7.25,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,VOGUE COMPACT BLEUE 20PK,96191446,13.30,1.00,9.92,13.30,23.00,2.49,0.89,8.23,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,PALL MALL FLOW KS RED 20PK,96191453,12.80,28.00,265.72,358.40,23.00,66.92,25.76,8.84,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,PALL MALL FLOW SK RED 20PK,96191460,12.80,14.00,132.86,179.20,23.00,33.46,12.88,8.84,16/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,PALL MALL FLOW KS BLUE 20PK,96191477,12.80,12.00,113.88,153.60,23.00,28.69,11.03,8.83,14/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,PALL MALL FLOW SK BLUE 20PK,96191484,12.80,4.00,37.96,51.20,23.00,9.56,3.68,8.84,13/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARETTES,414.00,4331.70,5804.05,1085.16,387.19,8.21,PALL MALL SHIFT KS 20PK,96191491,12.50,10.00,92.60,125.00,23.00,23.40,9.00,8.86,15/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,CIGARS,4.00,15.20,21.20,3.96,2.04,11.83,AGIO F/TIP / BOTTLE OPEN 5PK,8710622513704,5.30,4.00,15.20,21.20,23.00,3.96,2.04,11.83,13/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,E CIG & VAPE ACCESSORIES,3.00,7.32,15.00,2.79,4.89,40.05,VUSE EPOD GRAPHITE BLACK,5000393169792,5.00,1.00,2.44,5.00,23.00,0.93,1.63,40.05,10/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
TOBACCO,642.00,5366.03,7343.47,1371.80,605.64,10.14,CIGARETTES/ TOBACCO,531.00,5314.74,7228.65,1351.45,562.46,9.57,E CIG & VAPE ACCESSORIES,3.00,7.32,15.00,2.79,4.89,40.05,VYPE EPOD GRAPHITE GOLD,5000393368119,5.00,2.00,4.88,10.00,23.00,1.86,3.26,40.05,11/09/21,642.00,5366.03,7343.47,1371.80,605.64,10.14
